Soil_type,Temperature,Humidity,ph,Rainfall,District,Zone,Crop,Label,Suitability
Loam,15.8,88.4,5.9,2415,Badulla,Hill,Cinnamon,0,Not Suitable
Clay loam,14.1,77.7,7.0,2179,Badulla,Hill,Cinnamon,0,Not Suitable
Sandy Clay loam,20.9,77.2,6.0,2197,Badulla,Hill,Cinnamon,0,Not Suitable
Red loam,22.6,74.1,6.0,2337,Badulla,Hill,Cinnamon,0,Not Suitable
Sandy loam,24.6,78.8,6.9,2196,Badulla,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,15.1,90.7,4.9,2257,Badulla,Hill,Cinnamon,0,Not Suitable
Red loam,17.3,86.2,6.1,1574,Badulla,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,17.8,84.4,6.7,1550,Badulla,Hill,Cinnamon,0,Not Suitable
Sandy loam,24.7,91.4,5.1,2325,Badulla,Hill,Cinnamon,0,Not Suitable
Red-Yellow Podzolic soils,22.3,72.5,5.9,1524,Badulla,Hill,Pepper,1,Suitable
Clay loam,19.4,87.4,6.1,2252,Badulla,Hill,Pepper,1,Suitable
Red-Yellow Latosols,17.0,91.9,6.1,1969,Badulla,Hill,Pepper,1,Suitable
Red-Yellow Latosols,15.8,87.9,5.8,2263,Badulla,Hill,Pepper,1,Suitable
Loamy soil,14.9,85.6,5.9,2220,Badulla,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,24.5,75.0,6.7,1976,Badulla,Hill,Pepper,1,Suitable
Loamy soil,18.6,84.8,5.9,1937,Badulla,Hill,Pepper,1,Suitable
Reddish Brown Earth,24.8,80.2,5.8,2484,Badulla,Hill,Pepper,1,Suitable
Loam,16.3,72.6,6.0,2217,Badulla,Hill,Pepper,1,Suitable
Loam,23.5,81.5,5.7,2565,Badulla,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,23.6,87.5,6.6,2348,Badulla,Hill,Pepper,1,Suitable
Sandy Clay loam,22.4,84.5,5.5,1644,Badulla,Hill,Pepper,1,Suitable
Sandy Clay loam,24.1,84.3,6.1,2376,Badulla,Hill,Pepper,1,Suitable
Loam,15.3,74.5,6.1,2254,Badulla,Hill,Pepper,1,Suitable
Loam,16.2,81.8,6.3,1571,Badulla,Hill,Pepper,1,Suitable
Sandy Clay loam,17.0,88.0,6.1,1841,Badulla,Hill,Pepper,1,Suitable
Clay loam,14.1,73.4,6.1,1932,Badulla,Hill,Pepper,1,Suitable
Sandy Clay loam,20.6,77.8,6.6,2264,Badulla,Hill,Pepper,1,Suitable
Loamy soil,22.6,72.8,5.6,2029,Badulla,Hill,Pepper,1,Suitable
Clay loam,16.7,91.7,6.1,1657,Badulla,Hill,Pepper,1,Suitable
Loamy soil,20.8,86.0,5.5,2116,Badulla,Hill,Pepper,1,Suitable
Loam,17.6,82.4,6.0,1597,Badulla,Hill,Pepper,1,Suitable
Clay loam,14.4,73.6,5.7,1937,Badulla,Hill,Pepper,1,Suitable
Loamy soil,20.2,85.8,5.8,2381,Badulla,Hill,Pepper,1,Suitable
Loamy soil,15.8,74.1,6.4,2200,Badulla,Hill,Pepper,1,Suitable
Clay loam,14.3,90.7,6.2,1557,Badulla,Hill,Pepper,1,Suitable
Red-Yellow Podzolic soils,21.8,89.4,6.5,2285,Badulla,Hill,Pepper,1,Suitable
Reddish Brown Earth,17.7,88.3,6.7,1588,Badulla,Hill,Pepper,1,Suitable
Sandy Clay loam,20.0,88.3,6.3,1998,Badulla,Hill,Pepper,1,Suitable
Red-Yellow Latosols,19.8,86.6,5.6,1590,Badulla,Hill,Pepper,1,Suitable
Loamy soil,16.7,75.2,5.8,2459,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soils,24.7,78.7,6.7,1700,Badulla,Hill,Areca-nut,0,Not Suitable
Sandy loam,21.2,82.0,6.6,2111,Badulla,Hill,Areca-nut,0,Not Suitable
Red loam,16.5,91.9,6.5,2572,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soils,16.2,85.6,5.5,1579,Badulla,Hill,Areca-nut,0,Not Suitable
Loam,16.8,81.3,6.6,2455,Badulla,Hill,Areca-nut,0,Not Suitable
Red loam,22.2,80.5,6.1,1881,Badulla,Hill,Areca-nut,0,Not Suitable
Sandy loam,24.9,72.8,6.4,2454,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soils,18.8,86.5,6.8,2035,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soil,23.9,80.4,6.4,1805,Badulla,Hill,Areca-nut,0,Not Suitable
Red loam,24.0,76.2,6.4,2185,Badulla,Hill,Areca-nut,0,Not Suitable
Loam,22.1,74.6,6.9,2287,Badulla,Hill,Areca-nut,0,Not Suitable
Clay loam,16.0,76.8,5.8,2569,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soil,23.4,81.8,6.8,1772,Badulla,Hill,Areca-nut,0,Not Suitable
Loam,18.9,82.3,6.4,1895,Badulla,Hill,Areca-nut,0,Not Suitable
Loam,15.8,79.8,5.9,2566,Badulla,Hill,Areca-nut,0,Not Suitable
Red loam,21.2,78.5,5.7,2351,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soils,24.7,81.1,5.6,1760,Badulla,Hill,Areca-nut,0,Not Suitable
Clay loam,15.9,82.4,6.7,1871,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soil,18.7,77.0,6.6,2179,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soil,15.8,75.4,6.6,1540,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soils,21.3,81.5,6.7,2429,Badulla,Hill,Areca-nut,0,Not Suitable
Clay loam,20.4,89.4,5.7,1726,Badulla,Hill,Areca-nut,0,Not Suitable
Red loam,17.0,73.1,6.9,2084,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soil,14.4,74.4,6.9,1997,Badulla,Hill,Areca-nut,0,Not Suitable
Clay loam,17.5,82.1,5.7,1546,Badulla,Hill,Areca-nut,0,Not Suitable
Red loam,24.9,91.3,6.9,1505,Badulla,Hill,Areca-nut,0,Not Suitable
Red loam,21.0,89.4,6.3,2000,Badulla,Hill,Areca-nut,0,Not Suitable
Sandy loam,19.4,85.3,5.5,1654,Badulla,Hill,Areca-nut,0,Not Suitable
Loamy soil,17.4,86.1,6.5,1722,Badulla,Hill,Areca-nut,0,Not Suitable
Red-Yellow Podzolic soils,33.8,62.1,5.1,1504,Batticaloa,Dry,Tea,0,Not Suitable
Clay loam,33.1,63.9,5.6,1516,Batticaloa,Dry,Tea,0,Not Suitable
Sandy regosol,33.6,75.0,5.3,1398,Batticaloa,Dry,Tea,0,Not Suitable
Sandy loam,33.1,72.6,5.7,1118,Batticaloa,Dry,Tea,0,Not Suitable
Red loam,31.8,74.9,5.4,1229,Batticaloa,Dry,Tea,0,Not Suitable
Loamy soils,29.8,74.3,5.4,1164,Batticaloa,Dry,Tea,0,Not Suitable
Sandy regosol,34.0,61.1,5.0,1686,Batticaloa,Dry,Tea,0,Not Suitable
Sandy loam,33.1,77.2,5.5,1440,Batticaloa,Dry,Tea,0,Not Suitable
Sandy loam,33.1,68.9,5.4,1296,Batticaloa,Dry,Tea,0,Not Suitable
Loamy soil,32.7,76.8,5.1,1579,Batticaloa,Dry,Tea,0,Not Suitable
Loam,32.7,62.6,4.5,1427,Batticaloa,Dry,Tea,0,Not Suitable
Sandy regosol,29.3,68.1,5.4,1338,Batticaloa,Dry,Tea,0,Not Suitable
Loam,29.7,69.9,5.0,1243,Batticaloa,Dry,Tea,0,Not Suitable
Clay loam,28.6,61.6,5.4,1462,Batticaloa,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,31.3,70.2,5.6,1328,Batticaloa,Dry,Tea,0,Not Suitable
Loamy soils,30.6,70.5,4.9,1115,Batticaloa,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,29.7,68.8,5.2,1448,Batticaloa,Dry,Tea,0,Not Suitable
Sandy loam,31.3,76.8,5.4,1588,Batticaloa,Dry,Tea,0,Not Suitable
Red loam,33.7,60.4,4.5,1217,Batticaloa,Dry,Tea,0,Not Suitable
Red loam,31.5,79.8,5.7,1246,Batticaloa,Dry,Tea,0,Not Suitable
Loam,27.4,80.6,4.6,1311,Batticaloa,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,30.4,65.6,4.9,1271,Batticaloa,Dry,Tea,0,Not Suitable
Sandy loam,32.6,71.9,5.3,1287,Batticaloa,Dry,Tea,0,Not Suitable
Loamy soil,32.0,66.0,4.7,1348,Batticaloa,Dry,Tea,0,Not Suitable
Red-Yellow Latosols,28.3,75.0,5.2,1209,Batticaloa,Dry,Tea,0,Not Suitable
Red-Yellow Podzolic soils,32.0,62.4,4.8,1440,Batticaloa,Dry,Tea,0,Not Suitable
Loam,33.7,70.6,5.2,1584,Batticaloa,Dry,Tea,0,Not Suitable
Loamy soils,27.3,73.9,5.3,1671,Batticaloa,Dry,Tea,0,Not Suitable
Loam,32.7,79.5,4.8,1237,Batticaloa,Dry,Tea,0,Not Suitable
Sandy loam,31.3,69.0,5.7,1604,Batticaloa,Dry,Tea,0,Not Suitable
Loam,29.5,65.2,5.4,1568,Batticaloa,Dry,Cinnamon,0,Not Suitable
Loam,32.8,69.3,5.0,1501,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,31.4,69.9,5.2,1452,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,32.2,79.0,5.0,1230,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy loam,27.2,74.1,6.0,1464,Batticaloa,Dry,Cinnamon,0,Not Suitable
Loam,28.6,68.6,5.9,1457,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red loam,33.9,63.0,5.7,1517,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,30.0,75.8,7.0,1515,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red loam,27.9,62.3,6.1,1535,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,28.9,61.7,6.8,1151,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy loam,28.3,67.1,5.6,1236,Batticaloa,Dry,Cinnamon,0,Not Suitable
Loam,27.5,71.4,6.6,1141,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,28.6,71.9,6.2,1628,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,30.7,67.1,6.3,1300,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,34.0,74.6,6.4,1435,Batticaloa,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,30.3,61.3,6.9,1437,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy regosol,28.2,75.2,6.0,1221,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,27.7,69.9,5.6,1554,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red loam,31.7,77.5,5.3,1656,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red loam,29.8,63.4,6.8,1695,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,30.8,78.5,6.2,1413,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red loam,27.6,76.6,6.6,1177,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,32.5,75.6,5.5,1122,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red-Yellow Latosols,28.8,67.9,6.9,1153,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red loam,30.9,66.7,5.8,1338,Batticaloa,Dry,Cinnamon,0,Not Suitable
Reddish Brown Earth,31.2,71.3,5.9,1652,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy loam,33.9,78.7,6.8,1225,Batticaloa,Dry,Cinnamon,0,Not Suitable
Red loam,27.8,78.0,6.7,1328,Batticaloa,Dry,Cinnamon,0,Not Suitable
Sandy Clay loam,33.1,77.7,5.5,1574,Batticaloa,Dry,Cinnamon,0,Not Suitable
Loam,27.6,68.9,6.3,1204,Batticaloa,Dry,Cinnamon,0,Not Suitable
Loamy soil,29.4,81.5,6.6,1485,Batticaloa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,27.9,79.0,6.1,1654,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy regosol,31.2,76.8,6.2,1205,Batticaloa,Dry,Pepper,0,Not Suitable
Loam,29.8,63.2,5.6,1321,Batticaloa,Dry,Pepper,0,Not Suitable
Red loam,27.2,63.0,6.2,1678,Batticaloa,Dry,Pepper,0,Not Suitable
Loamy soil,33.8,69.5,6.2,1287,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy loam,30.1,62.3,5.8,1484,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy Clay loam,31.3,74.3,5.6,1191,Batticaloa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,32.5,70.1,6.8,1135,Batticaloa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,27.4,75.3,5.8,1690,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy Clay loam,28.0,62.7,5.6,1282,Batticaloa,Dry,Pepper,0,Not Suitable
Clay loam,31.8,61.4,6.8,1406,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy regosol,32.7,73.5,6.3,1284,Batticaloa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,30.7,69.4,6.7,1178,Batticaloa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,30.1,64.3,6.0,1321,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy loam,32.8,76.1,5.5,1562,Batticaloa,Dry,Pepper,0,Not Suitable
Reddish Brown Earth,29.9,70.6,5.8,1112,Batticaloa,Dry,Pepper,0,Not Suitable
Loamy soil,32.3,63.0,5.8,1421,Batticaloa,Dry,Pepper,0,Not Suitable
Clay loam,27.1,65.3,6.5,1686,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy regosol,33.7,70.7,6.2,1166,Batticaloa,Dry,Pepper,0,Not Suitable
Red loam,30.2,78.6,6.1,1159,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy regosol,28.1,67.1,6.1,1542,Batticaloa,Dry,Pepper,0,Not Suitable
Clay loam,29.6,68.7,6.5,1376,Batticaloa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,33.2,81.0,5.9,1572,Batticaloa,Dry,Pepper,0,Not Suitable
Loamy soil,31.8,69.6,6.6,1253,Batticaloa,Dry,Pepper,0,Not Suitable
Red-Yellow Latosols,27.3,79.8,6.3,1377,Batticaloa,Dry,Pepper,0,Not Suitable
Clay loam,31.6,79.7,6.3,1482,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy loam,27.5,71.4,6.5,1190,Batticaloa,Dry,Pepper,0,Not Suitable
Red loam,30.6,75.0,5.6,1125,Batticaloa,Dry,Pepper,0,Not Suitable
Sandy regosol,32.0,61.6,5.5,1143,Batticaloa,Dry,Pepper,0,Not Suitable
Loam,33.7,76.2,5.9,1312,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,29.4,77.0,5.8,1497,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy loam,28.2,62.2,6.6,1496,Batticaloa,Dry,Areca-nut,0,Not Suitable
Red loam,28.9,60.5,7.0,1149,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loamy soil,29.1,76.9,6.1,1475,Batticaloa,Dry,Areca-nut,0,Not Suitable
Clay loam,28.4,62.7,6.7,1469,Batticaloa,Dry,Areca-nut,0,Not Suitable
Clay loam,31.5,71.7,7.0,1125,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loamy soil,32.6,66.4,6.4,1688,Batticaloa,Dry,Areca-nut,0,Not Suitable
Red loam,31.1,76.5,6.5,1587,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loamy soil,27.9,67.4,5.8,1657,Batticaloa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,29.6,69.5,6.4,1364,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,33.6,65.3,5.8,1173,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy loam,33.2,74.2,6.7,1272,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loamy soil,33.0,78.6,5.9,1651,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy loam,32.3,70.1,6.6,1605,Batticaloa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,32.4,74.4,6.3,1206,Batticaloa,Dry,Areca-nut,0,Not Suitable
Clay loam,33.9,80.6,5.7,1126,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loamy soil,27.9,76.0,5.8,1591,Batticaloa,Dry,Areca-nut,0,Not Suitable
Red loam,30.5,78.5,6.3,1540,Batticaloa,Dry,Areca-nut,0,Not Suitable
Clay loam,31.1,71.2,6.3,1279,Batticaloa,Dry,Areca-nut,0,Not Suitable
Clay loam,31.8,79.2,6.6,1482,Batticaloa,Dry,Areca-nut,0,Not Suitable
Red loam,28.1,70.2,5.9,1106,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,32.1,81.8,6.1,1160,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,32.6,64.5,6.6,1433,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loamy soil,31.3,64.1,6.7,1313,Batticaloa,Dry,Areca-nut,0,Not Suitable
Clay loam,30.9,60.1,5.6,1557,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loamy soil,32.2,64.5,6.1,1675,Batticaloa,Dry,Areca-nut,0,Not Suitable
Sandy regosol,29.3,63.3,6.8,1283,Batticaloa,Dry,Areca-nut,0,Not Suitable
Loam,34.0,68.1,6.6,1369,Batticaloa,Dry,Areca-nut,0,Not Suitable
Reddish Brown Earth,33.2,73.0,6.1,1335,Batticaloa,Dry,Areca-nut,0,Not Suitable
Red-Yellow Podzolic soils,28.9,74.1,5.0,2296,Colombo,Wet,Tea,1,Suitable
Loamy soil,29.6,75.5,5.1,2271,Colombo,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,28.5,75.0,5.2,2264,Colombo,Wet,Tea,1,Suitable
Loamy soil,27.9,83.7,5.5,2341,Colombo,Wet,Tea,1,Suitable
Loamy soil,25.9,87.2,4.6,2199,Colombo,Wet,Tea,1,Suitable
Clay loam,24.4,79.3,5.4,2428,Colombo,Wet,Tea,1,Suitable
Red-Yellow Latosols,29.5,82.3,4.7,2152,Colombo,Wet,Tea,1,Suitable
Red-Yellow Latosols,26.3,80.9,4.8,1871,Colombo,Wet,Tea,1,Suitable
Loamy soils,28.2,85.8,5.7,2599,Colombo,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,28.5,80.7,5.5,2309,Colombo,Wet,Tea,1,Suitable
Red-Yellow Latosols,24.8,80.6,5.0,2472,Colombo,Wet,Tea,1,Suitable
Loam,28.0,83.4,5.0,1948,Colombo,Wet,Tea,1,Suitable
Loamy soils,26.3,74.4,5.6,1819,Colombo,Wet,Tea,1,Suitable
Loamy soils,25.9,82.3,5.7,2039,Colombo,Wet,Tea,1,Suitable
Clay loam,25.8,80.9,5.6,2498,Colombo,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,25.3,86.8,5.1,2167,Colombo,Wet,Tea,1,Suitable
Red-Yellow Latosols,24.9,75.3,5.1,2382,Colombo,Wet,Tea,1,Suitable
Red-Yellow Latosols,27.1,85.7,4.7,2412,Colombo,Wet,Tea,1,Suitable
Loamy soil,28.3,76.2,5.4,2401,Colombo,Wet,Tea,1,Suitable
Loamy soils,30.7,75.1,4.9,1846,Colombo,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,25.8,78.0,4.8,2525,Colombo,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,25.9,86.2,5.5,2160,Colombo,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,24.5,81.8,4.6,1827,Colombo,Wet,Tea,1,Suitable
Loamy soil,30.3,76.2,5.0,2226,Colombo,Wet,Tea,1,Suitable
Clay loam,26.4,88.4,5.4,1817,Colombo,Wet,Tea,1,Suitable
Red-Yellow Latosols,30.7,83.0,4.6,2549,Colombo,Wet,Tea,1,Suitable
Red-Yellow Podzolic soils,26.9,78.2,5.8,2385,Colombo,Wet,Tea,1,Suitable
Loamy soil,25.8,84.5,5.2,1958,Colombo,Wet,Tea,1,Suitable
Clay loam,27.2,89.6,5.0,2287,Colombo,Wet,Tea,1,Suitable
Loamy soil,24.8,76.4,4.8,1980,Colombo,Wet,Tea,1,Suitable
Clay loam,30.0,83.0,5.1,2219,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,30.0,85.6,6.4,1854,Colombo,Wet,Cinnamon,1,Suitable
Sandy loam,27.8,75.3,5.9,2167,Colombo,Wet,Cinnamon,1,Suitable
Clay loam,25.2,89.1,6.3,2480,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,27.2,80.6,6.0,2321,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Latosols,24.4,82.2,5.8,2445,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,24.4,86.6,5.4,1961,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,25.2,79.3,5.9,2405,Colombo,Wet,Cinnamon,1,Suitable
Loamy soils,25.4,88.0,6.7,2504,Colombo,Wet,Cinnamon,0,Not Suitable
Loam,25.7,81.2,6.5,2588,Colombo,Wet,Cinnamon,1,Suitable
Loam,24.2,75.0,6.8,2171,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,27.8,82.0,6.2,1884,Colombo,Wet,Cinnamon,1,Suitable
Sandy Clay loam,29.8,80.1,6.9,2420,Colombo,Wet,Cinnamon,1,Suitable
Clay loam,25.4,82.4,6.5,2030,Colombo,Wet,Cinnamon,1,Suitable
Sandy Clay loam,28.0,84.2,5.7,2438,Colombo,Wet,Cinnamon,1,Suitable
Red loam,30.4,82.5,6.3,1926,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,29.6,79.1,6.8,2486,Colombo,Wet,Cinnamon,1,Suitable
Red loam,25.9,89.7,5.2,1913,Colombo,Wet,Cinnamon,1,Suitable
Sandy Clay loam,25.3,88.3,5.1,2323,Colombo,Wet,Cinnamon,1,Suitable
Red loam,27.1,83.8,6.7,1867,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,29.6,82.1,5.7,2574,Colombo,Wet,Cinnamon,1,Suitable
Loamy soils,30.9,84.7,5.2,2308,Colombo,Wet,Cinnamon,1,Suitable
Loam,30.2,80.8,4.8,1930,Colombo,Wet,Cinnamon,1,Suitable
Clay loam,27.9,82.4,6.8,2375,Colombo,Wet,Cinnamon,1,Suitable
Red loam,24.6,85.7,6.7,1950,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,29.7,82.7,5.5,2368,Colombo,Wet,Cinnamon,1,Suitable
Loamy soils,27.3,87.1,5.6,2167,Colombo,Wet,Cinnamon,1,Suitable
Sandy Clay loam,27.5,87.3,5.2,2068,Colombo,Wet,Cinnamon,1,Suitable
Loam,29.0,87.2,5.3,1881,Colombo,Wet,Cinnamon,1,Suitable
Red-Yellow Podzolic soils,25.0,79.6,6.4,2160,Colombo,Wet,Cinnamon,1,Suitable
Clay loam,28.6,83.9,6.6,2082,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.3,89.7,5.7,2307,Colombo,Wet,Pepper,1,Suitable
Loamy soils,28.7,79.2,5.6,2349,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,25.2,87.7,6.6,1982,Colombo,Wet,Pepper,1,Suitable
Loamy soil,26.0,84.3,6.2,2355,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,26.1,77.4,5.9,1827,Colombo,Wet,Pepper,1,Suitable
Sandy Clay loam,28.6,89.0,6.5,2497,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,29.5,84.6,6.7,2008,Colombo,Wet,Pepper,1,Suitable
Loamy soils,28.7,83.0,6.1,1889,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,27.2,87.8,6.0,2237,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,30.8,75.8,5.6,2138,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Latosols,29.2,88.7,6.6,2024,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,26.0,88.6,6.5,2403,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Latosols,24.1,89.4,5.9,2381,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,29.8,78.5,5.6,2498,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,28.9,82.7,5.8,1877,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Latosols,24.1,81.5,6.3,2041,Colombo,Wet,Pepper,1,Suitable
Reddish Brown Earth,26.1,78.8,5.6,2395,Colombo,Wet,Pepper,1,Suitable
Clay loam,30.3,87.6,6.3,2334,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Latosols,30.2,77.0,5.8,1863,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,29.6,74.6,6.8,2266,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Latosols,30.0,82.3,6.6,1851,Colombo,Wet,Pepper,1,Suitable
Loamy soil,28.2,75.8,6.7,1875,Colombo,Wet,Pepper,1,Suitable
Loamy soil,28.7,87.3,6.2,2503,Colombo,Wet,Pepper,1,Suitable
Clay loam,27.6,80.9,6.1,2054,Colombo,Wet,Pepper,1,Suitable
Loamy soils,29.4,83.6,6.1,2514,Colombo,Wet,Pepper,1,Suitable
Loamy soils,28.2,84.1,6.4,2273,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,25.7,82.2,6.0,1883,Colombo,Wet,Pepper,1,Suitable
Sandy Clay loam,27.4,84.4,6.3,2560,Colombo,Wet,Pepper,1,Suitable
Loamy soils,29.2,82.1,5.6,2307,Colombo,Wet,Pepper,1,Suitable
Red-Yellow Podzolic soils,25.8,79.8,5.6,2178,Colombo,Wet,Areca-nut,1,Suitable
Clay loam,25.0,78.4,6.0,2577,Colombo,Wet,Areca-nut,1,Suitable
Red loam,27.4,77.1,5.9,2289,Colombo,Wet,Areca-nut,1,Suitable
Red loam,25.4,82.3,5.5,1804,Colombo,Wet,Areca-nut,1,Suitable
Loamy soil,25.5,74.6,6.0,1886,Colombo,Wet,Areca-nut,1,Suitable
Sandy loam,29.6,83.2,5.9,2210,Colombo,Wet,Areca-nut,1,Suitable
Red loam,30.5,80.4,6.4,1870,Colombo,Wet,Areca-nut,1,Suitable
Loam,24.8,79.5,6.8,2206,Colombo,Wet,Areca-nut,1,Suitable
Red-Yellow Podzolic soils,27.5,85.2,5.7,2594,Colombo,Wet,Areca-nut,1,Suitable
Red loam,25.9,80.3,6.1,2137,Colombo,Wet,Areca-nut,1,Suitable
Red loam,30.4,85.4,6.0,2286,Colombo,Wet,Areca-nut,1,Suitable
Loam,29.8,89.3,5.5,2457,Colombo,Wet,Areca-nut,1,Suitable
Red loam,28.5,74.8,5.6,2006,Colombo,Wet,Areca-nut,1,Suitable
Sandy loam,28.2,85.0,6.1,1892,Colombo,Wet,Areca-nut,1,Suitable
Loam,27.2,79.9,6.1,1897,Colombo,Wet,Areca-nut,1,Suitable
Loamy soil,29.3,75.1,6.0,1864,Colombo,Wet,Areca-nut,1,Suitable
Red-Yellow Latosols,30.6,84.7,6.0,2343,Colombo,Wet,Areca-nut,1,Suitable
Red loam,28.2,74.2,6.9,2309,Colombo,Wet,Areca-nut,1,Suitable
